fecha_corte,variante,vida_media,umbral_parcial,horizonte_dias,n_seleccionados,n_efectivo,n_dias_reales,retorno_total,retorno_anualizado,sortino_realizado,max_drawdown
2019-11-24,grid_vm63_um0.1,63.0,0.1,126,15,3.45,84,-0.06336424581887978,-0.19009273745663935,-1.0851309746500886,-0.25039569555451696
2019-11-24,grid_vm63_um0.2,63.0,0.2,63,16,3.57,40,0.04401724354212837,0.2773086343154087,12.568161340666522,-0.0071523402367917235
2019-11-24,grid_vm63_um0.2,63.0,0.2,126,16,3.57,84,-0.07265167991615838,-0.21795503974847513,-1.1716317691268177,-0.26232109727113107
2019-11-24,grid_vm63_um0.3,63.0,0.3,63,17,3.81,40,0.04469296663327284,0.2815656897896189,12.33019947590958,-0.007463955235134008
2019-11-24,grid_vm63_um0.3,63.0,0.3,126,17,3.81,84,-0.07611976216445843,-0.22835928649337528,-1.1993069779358145,-0.2656294210601289
2019-11-24,grid_vm126_um0.1,126.0,0.1,63,15,2.93,40,0.03868519183697054,0.24371670857291441,10.827793130212088,-0.007406436348884933
2019-11-24,grid_vm126_um0.1,126.0,0.1,126,15,2.93,84,-0.06890139689336713,-0.2067041906801014,-1.1664757556308691,-0.25576612828127954
2019-11-24,grid_vm126_um0.2,126.0,0.2,63,16,2.77,40,0.04046462858720601,0.25492716009939786,11.675163376554535,-0.006662637297001714
2019-11-24,grid_vm126_um0.2,126.0,0.2,126,16,2.77,84,-0.06401760045268959,-0.19205280135806876,-1.1413592379866644,-0.25115096610637816
2019-11-24,grid_vm126_um0.3,126.0,0.3,63,17,2.94,40,0.03974845398090873,0.25041526007972503,10.567828046902479,-0.00729860932712048
2019-11-24,grid_vm126_um0.3,126.0,0.3,126,17,2.94,84,-0.06910049406839844,-0.20730148220519531,-1.180300605346965,-0.2561186554140927
2019-11-24,grid_vm189_um0.1,189.0,0.1,63,16,2.78,40,0.03630504736563383,0.2287217984034931,10.525812332915436,-0.006879331781169777
2019-11-24,grid_vm189_um0.1,189.0,0.1,126,16,2.78,84,-0.07188009262095575,-0.21564027786286727,-1.2320127377711554,-0.25299950998544785
2019-11-24,grid_vm189_um0.2,189.0,0.2,63,16,2.67,40,0.03976357365447537,0.25051051402319485,11.518560107172858,-0.006508702380522964
2019-11-24,grid_vm189_um0.2,189.0,0.2,126,16,2.67,84,-0.06279206758000681,-0.18837620274002043,-1.1350746444336728,-0.24938460746485458
